wikidata	wikipedia	film	abstract	date	sitelinks	director	genre
http://www.wikidata.org/entity/Q125076	https://en.wikipedia.org/wiki/Slumdog_Millionaire	Slumdog Millionaire	Slumdog Millionaire is a 2008 British-Indian drama film that is a loose adaptation of the novel Q & A by Indian author Vikas Swarup, telling the story of 18-year-old Jamal Malik from the Juhu slums of Mumbai. Starring Dev Patel as Jamal, and filmed in India, the film was directed by Danny Boyle, written by Simon Beaufoy, and produced by Christian Colson, with Loveleen Tandan credited as co-director. As a contestant on the Indian version of Who Wants to Be a Millionaire? Jamal surprises everyone by being able to answer every question correctly. Accused of cheating, Jamal recounts his life story to the police, illustrating how he is able to answer each question correctly. @ After its world premiere at the Telluride Film Festival and later screenings at the Toronto International Film Festival and the London Film Festival, Slumdog Millionaire had a nationwide release in the United Kingdom on 9 January 2009, in India on 23 January 2009, and in the United States on 25 December 2008. Regarded as a sleeper hit, Slumdog Millionaire was widely acclaimed, being praised for its plot, soundtrack, direction, and performances. It was nominated for ten Academy Awards in 2009 and won eight—the most for any 2008 film—including Best Picture, Best Director, and Best Adapted Screenplay. It won seven BAFTA Awards including Best Film, five Critics Choice Awards and four Golden Globes.	2008-08-30	82	Danny Boyle#Loveleen Tandan	coming-of-age story#crime film#drama (film and television)#film based on a novel#romance film
http://www.wikidata.org/entity/Q162255	https://en.wikipedia.org/wiki/The_Terminator	The Terminator	The Terminator is a 1984 American science fiction film directed by James Cameron. It stars Arnold Schwarzenegger as the Terminator, a cyborg assassin sent back in time from 2029 to 1984 to kill Sarah Connor, whose son will one day become a savior against machines in a post-apocalyptic future. Michael Biehn plays Kyle Reese, a soldier sent back in time to protect Sarah. The screenplay is credited to Cameron and producer Gale Anne Hurd, while co-writer William Wisher Jr. received a credit for additional dialogue. Executive producers John Daly and Derek Gibson of Hemdale Film Corporation were instrumental in financing and production. @ The Terminator topped the United States box office for two weeks. It helped launch Camerons film career and solidify Schwarzeneggers status as a leading man. The films success led to a franchise consisting of several sequels, a television series, comic books, novels and video games. In 2008, The Terminator was selected by the Library of Congress for preservation in the National Film Registry as culturally, historically, or aesthetically significant.	1984-10-26	81	James Cameron	action film#drama (film and television)#dystopian film#monster film#post-apocalyptic film#science fiction film#thriller
http://www.wikidata.org/entity/Q182218	https://en.wikipedia.org/wiki/The_Avengers_(2012_film)	The Avengers	Marvels The Avengers, or simply The Avengers, is a 2012 American superhero film based on the Marvel Comics superhero team of the same name. Produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures, it is the sixth film in the Marvel Cinematic Universe. Written and directed by Joss Whedon, the film features an ensemble cast including Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, and Jeremy Renner as the Avengers, alongside Tom Hiddleston, Clark Gregg, Cobie Smulders, Stellan Skarsgård, and Samuel L. Jackson. In the film, Nick Fury and the spy agency S.H.I.E.L.D. recruit Tony Stark, Steve Rogers, Bruce Banner, and Thor to form a team capable of stopping Thors brother Loki from subjugating Earth. @ The films development began when Marvel Studios received a loan from Merrill Lynch in April 2005. After the success of the film Iron Man in May 2008, Marvel announced that The Avengers would be released in July 2011 and would bring together Tony Stark, Steve Rogers, Bruce Banner, and Thor from Marvels previous films. With the signing of Johansson as Natasha Romanoff in March 2009, the film was pushed back for a 2012 release. Whedon was brought on board in April 2010 and rewrote the original screenplay by Zak Penn. Production began in April 2011 in Albuquerque, before moving to Cleveland in August and New York City in September. The film has more than 2,200 visual effects shots. @ The Avengers premiered in Los Angeles on April 11, 2012, and was released in the United States on May 4, as the last film of Phase One of the MCU. The film received praise for Whedons direction and screenplay, visual effects, action sequences, acting, and musical score, and garnered numerous awards and nominations including Academy Award and BAFTA nominations for achievements in visual effects. The film grossed over $1.5 billion worldwide, setting numerous box office records and becoming the third-highest-grossing film of all time and the highest-grossing film of 2012, as well as the first Marvel production to generate $1 billion in ticket sales. In 2017, The Avengers was featured as one of the 100 greatest films of all time in an Empire magazine poll. Three sequels have been released: Age of Ultron, Infinity War, and Endgame.	2012-04-25	80	Joss Whedon	action film#adventure film#fictional crossover#science fiction film#speculative fiction film#superhero film
http://www.wikidata.org/entity/Q483941	https://en.wikipedia.org/wiki/Schindler%27s_List	Schindler's List	Schindlers List is a 1993 American epic historical drama film directed and produced by Steven Spielberg and written by Steven Zaillian. It is based on the 1982 non-fiction novel Schindlers Ark by Australian novelist Thomas Keneally. The film follows Oskar Schindler, a German industrialist who together with his wife Emilie Schindler saved more than a thousand mostly Polish-Jewish refugees from the Holocaust by employing them in his factories during World War II. It stars Liam Neeson as Schindler, Ralph Fiennes as SS officer Amon Göth and Ben Kingsley as Schindlers Jewish accountant Itzhak Stern. @ Ideas for a film about the Schindlerjuden were proposed as early as 1963. Poldek Pfefferberg, one of the Schindlerjuden, made it his lifes mission to tell Schindlers story. Spielberg became interested when executive Sidney Sheinberg sent him a book review of Schindlers Ark. Universal Pictures bought the rights to the novel, but Spielberg, unsure if he was ready to make a film about the Holocaust, tried to pass the project to several directors before deciding to direct it. @ Principal photography took place in Kraków, Poland, over 72 days in 1993. Spielberg shot in black and white and approached the film as a documentary. Cinematographer Janusz Kamiński wanted to create a sense of timelessness. John Williams composed the score, and violinist Itzhak Perlman performed the main theme. @ Schindlers List premiered on November 30, 1993, in Washington and was released on December 15, 1993, in the United States. Often listed among the greatest films ever made, the film received international acclaim from critics for its tone, Spielbergs direction, performances and atmosphere; it was also a box office success, earning $322 million worldwide on a $22 million budget. It was nominated for twelve Academy Awards, winning seven, including Best Picture, Best Director, Best Adapted Screenplay, and Best Original Score, and won numerous other awards, including seven BAFTAs and three Golden Globe Awards. In 2007, the American Film Institute ranked Schindlers List 8th on its list of the 100 best American films of all time. The film was designated as culturally, historically or aesthetically significant by the Library of Congress in 2004 and selected for preservation in the National Film Registry.	1993-12-15	80	Marek Brodzki#Steven Spielberg	biographical film#drama (film and television)#film based on a novel#war film
http://www.wikidata.org/entity/Q41483	https://en.wikipedia.org/wiki/The_Good,_the_Bad_and_the_Ugly	The Good, the Bad and the Ugly	The Good, the Bad and the Ugly is a 1966 Italian epic Spaghetti Western film directed by Sergio Leone and starring Clint Eastwood as the Good, Lee Van Cleef as the Bad, and Eli Wallach as the Ugly. Its screenplay was written by Age & Scarpelli, Luciano Vincenzoni and Leone, based on a story by Vincenzoni and Leone. Director of photography Tonino Delli Colli was responsible for the films sweeping widescreen cinematography, and Ennio Morricone composed the films score including its main theme. It is an Italian-led production with co-producers in Spain, West Germany and the United States. Most of the filming took place in Spain. @ The film is known for Leones use of long shots and close-up cinematography, as well as his distinctive use of violence, tension, and stylistic gunfights. The plot revolves around three gunslingers competing to find fortune in a buried cache of Confederate gold amid the violent chaos of the American Civil War, while participating in many battles and duels along the way. The film was the third collaboration between Leone and Clint Eastwood, and the second with Lee Van Cleef. @ The Good, the Bad and the Ugly was marketed as the third and final installment in the Dollars Trilogy, following A Fistful of Dollars and For a Few Dollars More. The film was a financial success, grossing over $25 million at the box office, and is credited with having catapulted Eastwood into stardom. Due to general disapproval of the Spaghetti Western genre at the time, critical reception of the film following its release was mixed, but it gained critical acclaim in later years, becoming known as the definitive Spaghetti western.	1966-12-23	80	Sergio Leone	spaghetti western#treasure hunt film#war film
http://www.wikidata.org/entity/Q127367	https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring	The Lord of the Rings: The Fellowship of the Ring	The Lord of the Rings: The Fellowship of the Ring is a 2001 epic fantasy adventure film directed by Peter Jackson, based on the 1954 novel The Fellowship of the Ring, the first volume of J. R. R. Tolkiens The Lord of the Rings. The film is the first installment in The Lord of the Rings trilogy. It was produced by Barrie M. Osborne, Jackson, Fran Walsh and Tim Sanders, and written by Walsh, Philippa Boyens and Jackson. The film features an ensemble cast including Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Billy Boyd, Dominic Monaghan, Orlando Bloom, Christopher Lee, Hugo Weaving, Sean Bean, Ian Holm, and Andy Serkis. It is followed by The Two Towers and The Return of the King. @ Set in Middle-earth, the story tells of the Dark Lord Sauron, who seeks the One Ring. The Ring has found its way to the young hobbit Frodo Baggins. The fate of Middle-earth hangs in the balance as Frodo and eight companions begin their journey to Mount Doom in the land of Mordor, the only place where the Ring can be destroyed. @ The Fellowship of the Ring was financed and distributed by American studio New Line Cinema, but filmed and edited entirely in Jacksons native New Zealand, concurrently with the other two parts of the trilogy. It premiered on 10 December 2001 at the Odeon Leicester Square in London and was theatrically released on 19 December 2001 in the United States, and on 20 December 2001 in New Zealand. The film was highly acclaimed by critics and fans alike, who considered it to be a landmark in filmmaking and an achievement in the fantasy film genre. It grossed $887.8 million worldwide, making it the second highest-grossing film of 2001 and the fifth highest-grossing film of all time at the time of its release. @ The Fellowship of the Ring is widely regarded as one of the greatest and most influential films ever made. The film received numerous accolades; at the 74th Academy Awards, it was nominated for thirteen awards, including Best Picture, Best Director, Best Adapted Screenplay, Best Supporting Actor for McKellen, Best Art Direction, Best Costume Design, Best Film Editing, Best Original Song for May It Be and Best Sound, winning four: Best Cinematography, Best Makeup, Best Original Score and Best Visual Effects.	2001-12-19	80	Peter Jackson	action film#adventure film#drama (film and television)#fantasy film#film based on a novel
http://www.wikidata.org/entity/Q170564	https://en.wikipedia.org/wiki/Terminator_2:_Judgment_Day	Terminator 2: Judgment Day	Terminator 2: Judgment Day is a 1991 American science fiction action film produced and directed by James Cameron, who co-wrote the script with William Wisher. The film stars Arnold Schwarzenegger, Linda Hamilton, Robert Patrick, and Edward Furlong as its principal cast. It is the sequel to the 1984 film The Terminator, as well as the second installment in the Terminator franchise. Terminator 2 follows Sarah Connor and her ten-year-old son John as they are pursued by a new, more advanced Terminator: the liquid metal, shapeshifting T-1000, sent back in time to kill John Connor and prevent him from becoming the leader of the human resistance. A second, less advanced Terminator is also sent back in time by the Resistance to protect John. @ While talks of a follow-up to The Terminator arose following its release, its development was stalled due to technical limitations regarding computer-generated imagery, a vital aspect of the film, and legal issues with original producer Hemdale Film Corporation, who controlled half of the franchise rights. In 1990, Carolco Pictures acquired the rights from Hemdale and production immediately began, with Schwarzenegger, Hamilton, and Cameron returning. Principal photography began in October 1990 and lasted until March 1991. Its visual effects saw breakthroughs in computer-generated imagery, including the first use of natural human motion for a computer-generated character and the first partially computer-generated main character. At the time of its release, with a budget of $94–102 million, Terminator 2: Judgment Day was the most expensive film ever made. @ Terminator 2: Judgment Day was released in the United States on July 3, 1991 by TriStar Pictures. It was a critical success upon its release, with praise going towards the performances of its cast, the action scenes, and its visual effects. Regarded as superior to the original film and one of the best sequels ever made, the film influenced popular culture, especially the use of visual effects in films. It grossed $520 million worldwide, becoming the highest-grossing film of 1991 and of Schwarzeneggers career, as well as the highest-grossing R-rated film of all time, until The Matrix Reloaded surpassed it in 2003. It received several accolades, including Academy Awards for Best Sound Effects Editing, Best Sound, Best Makeup, and Best Visual Effects. @ Other sequels followed, including Rise of the Machines in 2003, Terminator Salvation in 2009 and Terminator Genisys in 2015. The 2019 Cameron-produced film Dark Fate is a direct sequel to Terminator 2 and disregards all other Terminator works as occurring in alternate timelines. In 2017, Terminator 2 was re-released in 3D 4K resolution for AMC and Cineplex theaters, and internationally, debuting at number one in the United Kingdom on its release weekend.	1991-07-03	79	James Cameron	action film#drama (film and television)#dystopian film#post-apocalyptic film#science fiction film#thriller film
http://www.wikidata.org/entity/Q46717	https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl	Pirates of the Caribbean: The Curse of the Black Pearl	Pirates of the Caribbean: The Curse of the Black Pearl is a 2003 American fantasy swashbuckler film directed by Gore Verbinski and the first film in the Pirates of the Caribbean film series. Produced by Walt Disney Pictures and Jerry Bruckheimer, the film is based on Walt Disneys Pirates of the Caribbean attraction at Disney theme parks. The story follows pirate Jack Sparrow and blacksmith Will Turner as they rescue the kidnapped Elizabeth Swann from the cursed crew of the Black Pearl, captained by Hector Barbossa, who become undead skeletons in moonlight. @ Jay Wolpert developed a script in 2001, and Stuart Beattie rewrote it in early 2002. Around that time, producer Jerry Bruckheimer became involved in the project; he had Ted Elliott and Terry Rossio work on the script, adding the plot device of a supernatural curse to the story to bring it in line with the original theme park ride. Filming took place from October 2002 to March 2003 in Saint Vincent and the Grenadines and on sets constructed around Los Angeles, California. It was also notable for being the first film released under the Walt Disney Pictures banner to be rated PG-13 by the MPAA. @ The films world premiere was held at Disneyland Park in Anaheim on June 28, 2003. Despite low expectations, the film was a huge box-office success, grossed $654.3 million worldwide; making it the fourth-highest-grossing film of 2003. It received generally positive reviews from critics; the film was praised for the performances, story, action sequences, writing, score, visuals, production values. The film has been widely cited as the film that launched Depp as a box office leading man after many years as a cult movie star. Depp won the Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Leading Role, in addition to Best Actor nominations at the Academy Awards, BAFTAs, and Golden Globes. The Curse of the Black Pearl was also nominated for four other Academy Awards and BAFTAs. The film became the first in a franchise, with two back-to-back sequels, Dead Mans Chest and At Worlds End, released in 2006 and 2007. Two more sequels, On Stranger Tides and Dead Men Tell No Tales, were released in 2011 and 2017, respectively.	2003-07-09	78	Gore Verbinski	action film#adventure film#comedy film#fantasy film#pirate film#swashbuckler film#treasure hunt film
http://www.wikidata.org/entity/Q42051	https://en.wikipedia.org/wiki/Star_Wars:_Episode_III_%E2%80%93_Revenge_of_the_Sith	Star Wars: Episode III – Revenge of the Sith	Star Wars: Episode III – Revenge of the Sith is a 2005 American epic space-opera film written and directed by George Lucas. It stars Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Samuel L. Jackson, Christopher Lee, Anthony Daniels, Kenny Baker and Frank Oz. It is the final installment in the Star Wars prequel trilogy, the third chapter in the Skywalker saga and the sixth Star Wars film to be released overall. @ Revenge of the Sith is set three years after the onset of the Clone Wars, established in Episode II – Attack of the Clones. The Jedi are spread across the galaxy, leading a large-scale war against the Separatists. After Count Dooku is killed, the Jedi Council dispatches Obi-Wan Kenobi to eliminate General Grievous, the leader of the Separatist army, and put an end to the war. Meanwhile, after having premonitions of his wife Padmé Amidala dying in childbirth, Anakin Skywalker is tasked by the Council to spy on Palpatine, the Supreme Chancellor of the Galactic Republic and, secretly, a Sith lord known as Darth Sidious. Palpatine manipulates Anakin into turning to the dark side of the Force and becoming his apprentice, Darth Vader, with wide-ranging consequences for the galaxy. Lucas began writing the script before production of Attack of the Clones ended. Production of Revenge of the Sith started in September 2003, and filming took place in Australia with additional locations in Thailand, Switzerland, China, Italy and the United Kingdom. @ Revenge of the Sith premiered on May 15, 2005, at the Cannes Film Festival, then released worldwide on May 19, 2005. The film received positive reviews, with praise for its action sequences, mature themes, score, visual effects, and the performances of McGregor, McDiarmid, Oz, and Jimmy Smits; criticism largely focused on the films dialogue. The film is generally considered to be the best of the Star Wars prequels. It broke several box office records during its opening week and went on to earn over $868 million worldwide, making it the second-highest-grossing film in the Star Wars franchise at the time. It was the highest-grossing film in the U.S. and the second-highest-grossing film worldwide in 2005. The film also holds the record for the highest opening-day gross on a Thursday, making $50 million.	2005-05-15	78	George Lucas	action film#adventure film#dystopian film#fantasy film#science fiction film
http://www.wikidata.org/entity/Q23780914	https://en.wikipedia.org/wiki/Avengers:_Infinity_War	Avengers: Infinity War	Avengers: Infinity War is a 2018 American superhero film based on the Marvel Comics superhero team the Avengers. Produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures, it is the sequel to The Avengers and Age of Ultron, and the 19th film in the Marvel Cinematic Universe. Directed by Anthony and Joe Russo and written by Christopher Markus and Stephen McFeely, the film features an ensemble cast including Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Benedict Cumberbatch, Don Cheadle, Tom Holland, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Anthony Mackie, Sebastian Stan, Danai Gurira, Letitia Wright, Dave Bautista, Zoe Saldana, Josh Brolin, and Chris Pratt. In the film, the Avengers and the Guardians of the Galaxy attempt to prevent Thanos from collecting the six all-powerful Infinity Stones as part of his quest to kill half of all life in the universe. @ The film was announced in October 2014 as Avengers: Infinity War – Part 1. The Russo brothers came on board to direct in April 2015, and a month later Markus and McFeely had signed on to write the script for the film, which draws inspiration from Jim Starlins 1991 comic book The Infinity Gauntlet and Jonathan Hickmans 2013 comic book Infinity. In 2016, Marvel shortened the title to Avengers: Infinity War. Filming began in January 2017 at Pinewood Atlanta Studios in Fayette County, with a large cast consisting mostly of actors reprising their roles from previous MCU films, including Brolin as Thanos. The production lasted until July 2017, shooting back-to-back with a direct sequel, Endgame. Additional filming took place in Scotland, the Downtown Atlanta area, and New York City. With an estimated budget of $316–400 million, the film is one of the most expensive films ever made. @ Avengers: Infinity War premiered in Los Angeles on April 23, 2018, and was released in the United States on April 27, as part of Phase Three of the MCU. The film received praise for Brolins performance, visual effects, action sequences, and emotional weight, but the film was criticized for relying on previous MCU films for its story. The film was the fourth film and the first superhero film to gross over $2billion worldwide, breaking numerous box office records, and becoming the highest-grossing film of 2018 and the fourth-highest-grossing film of all time both worldwide and in the United States and Canada. The films visual effects were nominated at the 91st Academy Awards, 24th Critics Choice Awards, and 72nd British Academy Film Awards. The sequel, Avengers: Endgame, was released in April 2019.	2018-04-25	77	Anthony Russo#Joe Russo	action film#adventure film#science fiction film#superhero film
http://www.wikidata.org/entity/Q184843	https://en.wikipedia.org/wiki/Blade_Runner	Blade Runner	Blade Runner is a 1982 science fiction film directed by Ridley Scott, and written by Hampton Fancher and David Peoples. Starring Harrison Ford, Rutger Hauer, Sean Young, and Edward James Olmos, it is loosely based on Philip K. Dicks 1968 novel Do Androids Dream of Electric Sheep?. The film is set in a dystopian future Los Angeles of 2019, in which synthetic humans known as replicants are bio-engineered by the powerful Tyrell Corporation to work at space colonies. When a fugitive group of advanced replicants led by Roy Batty escapes back to Earth, burnt-out cop Rick Deckard reluctantly agrees to hunt them down. @ Blade Runner initially underperformed in North American theaters and polarized critics; some praised its thematic complexity and visuals, while others critiqued its slow pacing and lack of action. It later became an acclaimed cult film regarded as one of the all-time best science fiction films. Hailed for its production design depicting a decaying future, Blade Runner is a leading example of neo-noir cinema. The films soundtrack, composed by Vangelis, was nominated in 1982 for a BAFTA and a Golden Globe as best original score. @ The film has influenced many science fiction films, video games, anime, and television series. It brought the work of Philip K. Dick to the attention of Hollywood, and several later big-budget films were based on his work, such as Total Recall, Minority Report and A Scanner Darkly. In the year after its release, Blade Runner won the Hugo Award for Best Dramatic Presentation, and in 1993 it was selected for preservation in the U.S. National Film Registry by the Library of Congress as being culturally, historically, or aesthetically significant. A sequel, Blade Runner 2049, was released in October 2017. @ Seven different versions of Blade Runner exist as a result of controversial changes requested by studio executives. A directors cut was released in 1992 after a strong response to test screenings of a workprint. This, in conjunction with the films popularity as a video rental, made it one of the earliest movies to be released on DVD. In 2007, Warner Bros. released The Final Cut, a 25th-anniversary digitally remastered version. This is the only version over which Scott retained artistic control.	1982-06-25	77	Ridley Scott	action film#cyberpunk#drama (film and television)#dystopian film#film based on a novel#film noir#neo-noir#science fiction film#tech noir#thriller#thriller film
http://www.wikidata.org/entity/Q102244	https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_(film)	Harry Potter and the Chamber of Secrets	Harry Potter and the Chamber of Secrets is a 2002 fantasy film directed by Chris Columbus and distributed by Warner Bros. Pictures, based on J. K. Rowlings 1998 novel of the same name. Produced by David Heyman and written by Steve Kloves, it is the sequel to Harry Potter and the Philosophers Stone and the second instalment in the Harry Potter film series. The film stars Daniel Radcliffe as Harry Potter, with Rupert Grint as Ron Weasley, and Emma Watson as Hermione Granger. Its story follows Harry Potters second year at Hogwarts School of Witchcraft and Wizardry as the Heir of Salazar Slytherin opens the Chamber of Secrets, unleashing a monster that petrifies the schools denizens. @ The cast of the first film returned for the sequel, with the additions of Kenneth Branagh, Jason Isaacs, and Gemma Jones, among others. It was the last film to feature Richard Harris as Professor Albus Dumbledore, due to his death that same year. Principal photography began in November 2001, only three days after the release of the first film. It was shot at Leavesden Film Studios and historic buildings around the United Kingdom, as well as on the Isle of Man. Filming concluded in July 2002. @ Chamber of Secrets was released in theatres in the United Kingdom and the United States on 15 November 2002. The film became a critical and commercial success, grossing $879 million worldwide and becoming the second-highest-grossing film of 2002 behind The Two Towers. It was nominated for many awards, including the BAFTA Award for Best Production Design, Best Sound, and Best Special Visual Effects. It was followed by Harry Potter and the Prisoner of Azkaban in 2004.	2002-11-03	77	Chris Columbus	adventure film#children's film#fantasy film#film based on a novel
http://www.wikidata.org/entity/Q102225	https://en.wikipedia.org/wiki/Harry_Potter_and_the_Goblet_of_Fire_(film)	Harry Potter and the Goblet of Fire	Harry Potter and the Goblet of Fire is a 2005 fantasy film directed by Mike Newell and distributed by Warner Bros. Pictures, based on J. K. Rowlings 2000 novel of the same name. Produced by David Heyman and written by Steve Kloves, it is the sequel to Harry Potter and the Prisoner of Azkaban and the fourth instalment in the Harry Potter film series. The film stars Daniel Radcliffe as Harry Potter, with Rupert Grint as Ron Weasley, and Emma Watson as Hermione Granger. Its story follows Harrys fourth year at Hogwarts as he is chosen by the Goblet of Fire to compete in the Triwizard Tournament. @ The film is the first of the series to receive a PG-13 certificate in the US, and a 12A in the UK. Filming began in early 2004. The Hogwarts scenes were shot at the Leavesden Film Studios. Five days after its release, the film had grossed over US$102 million at the North American box office, which is the third-highest first-weekend tally for a Harry Potter film behind Harry Potter and the Deathly Hallows – Part 1 and Part 2. Goblet of Fire enjoyed an immensely successful run at the box office, earning $896 million worldwide, which made it the highest-grossing film of 2005 and the sixth-highest-grossing film in the Harry Potter series. @ The film was nominated for the Academy Award for Best Art Direction, and won the BAFTA Award for Best Production Design. Goblet of Fire was the second film in the series to be released in IMAX. The film is one of the best-reviewed instalments within the series, being praised for the higher level of maturity and sophistication of its characters, plotline, tone, screenplay, and the performances of the lead actors. It was followed by Harry Potter and the Order of the Phoenix in 2007.	2005-11-06	77	Mike Newell	adventure film#children's film#fantasy film#film based on a novel
http://www.wikidata.org/entity/Q13417189	https://en.wikipedia.org/wiki/Interstellar_(film)	Interstellar	Interstellar is a 2014 American-British epic science fiction film directed and produced by Christopher Nolan. It stars Matthew McConaughey, Anne Hathaway, Jessica Chastain, Bill Irwin, Ellen Burstyn, John Lithgow, Michael Caine, and Matt Damon. Set in a dystopian future where humanity is struggling to survive, the film follows a group of astronauts who travel through a wormhole near Saturn in search of a new home for mankind. @ Brothers Christopher and Jonathan Nolan wrote the screenplay, which had its origins in a script Jonathan developed in 2007. Christopher produced Interstellar with his wife, Emma Thomas, through their production company Syncopy, and with Lynda Obst through Lynda Obst Productions. Caltech theoretical physicist and 2017 Nobel laureate in Physics Kip Thorne was an executive producer, acted as scientific consultant, and wrote a tie-in book, The Science of Interstellar. Paramount Pictures, Warner Bros., and Legendary Pictures co-financed the film. Cinematographer Hoyte van Hoytema shot it on 35 mm in the Panavision anamorphic format and IMAX 70 mm. Principal photography began in late 2013 and took place in Alberta, Iceland and Los Angeles. Interstellar uses extensive practical and miniature effects and the company Double Negative created additional digital effects. @ Interstellar premiered on October 26, 2014, in Los Angeles, California. In the United States, it was first released on film stock, expanding to venues using digital projectors. The film had a worldwide gross of over $677 million, making it the tenth-highest-grossing film of 2014. Interstellar received positive reviews for its screenplay, direction, themes, visual effects, musical score, emotional depth, acting, and ambition. At the 87th Academy Awards, the film won the Academy Award for Best Visual Effects, and was nominated for Best Original Score, Best Sound Mixing, Best Sound Editing and Best Production Design.	2014-10-26	77	Christopher Nolan	adventure film#drama (film and television)#dystopian film#science fiction film
http://www.wikidata.org/entity/Q181795	https://en.wikipedia.org/wiki/The_Empire_Strikes_Back	The Empire Strikes Back	The Empire Strikes Back, also known as Star Wars: Episode V – The Empire Strikes Back, is a 1980 American epic space opera film directed by Irvin Kershner and written by Leigh Brackett and Lawrence Kasdan, based on a story by George Lucas. Produced by Lucasfilm, it is the second film in the Star Wars film series and the sequel to Star Wars. Set three years after the events of the first film, the plot sees the Galactic Empire hunting the scattered Rebel Alliance throughout the galaxy. While Darth Vader relentlessly pursues Luke Skywalkers friends—Han Solo, Princess Leia, and Chewbacca—Luke studies the Force under Jedi Master Yoda to prepare himself for his upcoming confrontation with Vader. The ensemble cast includes Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels, David Prowse, Kenny Baker, Peter Mayhew, and Frank Oz. @ Following the success of Star Wars, Lucas hired Brackett to write the sequel; following her death in 1978, he outlined the Star Wars saga as a whole and wrote the next draft himself, before hiring Kasdan. Lucas chose not to direct due to his obligations at Industrial Light & Magic and handling the financing, and passed the duty to Kershner, his former professor. Filmed from March to September 1979, The Empire Strikes Back faced a difficult production that included actor injuries, the death of writer Leigh Brackett, a set fire, and fines from the Writers and Directors Guilds of America. The initial budget was $18 million, but ballooned to $33 million by the time production concluded, making it one of the most expensive films ever made at the time. @ The Empire Strikes Back premiered at the Kennedy Center in Washington on May 17, 1980, and was released in the United States on May 21, 1980. The film became the highest-grossing film of 1980 with $440 million. Despite being initially met with mixed critical reviews, it is now hailed as the best film in the Star Wars saga and one of the greatest films ever made. The film has grossed over $550 million worldwide from its original run and several rereleases. Adjusted for inflation, it is the second-highest-grossing sequel of all time and the thirteenth highest-grossing film of all time in North America. In 2010, the film was selected for preservation in the United States National Film Registry by the Library of Congress as culturally, historically, or aesthetically significant. @ The Empire Strikes Back had a significant impact on filmmaking and popular culture, being regarded as a rare example of a sequel that transcends the original. The climax, in which Vader reveals to Luke that he is his father, is often cited as one of the greatest plot twists in film history. The Empire Strikes Back was followed by Return of the Jedi in 1983. The two films, alongside the original Star Wars, comprise the original Star Wars trilogy.	1980-05-17	77	Irvin Kershner	action film#adventure film#fantasy film#science fiction action film
