wikidata	wikipedia	entity	type	abstract	sitelinks
http://www.wikidata.org/entity/Q1845	https://en.wikipedia.org/wiki/Bible	Bible	abstract object#action#activity#animal behavior#art#artificial entity#artificial physical object#arts#behavior#belief#biological phenomenon#biological process#change#cognition#collection#communication medium#concrete object#condition#conviction#creative work#creativity#document#economic sector#entity#fiction#fiction literature#goods#group#group of works#human activity#humanities#information#information resource#intellectual work#knowledge#Language arts#learning or memory#literary work#literature#manifestation#memory#mental process#mental state#multicellular organismal process#natural process#nervous system process#object#occurrence#perceptible object#personality trait#phenomenon#physical object#process#product#property#quality#recreation#religious literature#resource#series#source#spatio-temporal entity#state#string#structure#system#system process#temporal entity#text#work#written work#	The Bible is a collection of religious texts or scriptures sacred to Christians, Jews, Samaritans, Rastafari and others. It appears in the form of an anthology, a compilation of texts of a variety of forms that are all linked by the belief that they are collectively revelations of God. These texts include theologically-focused historical accounts, hymns, prayers, proverbs, parables, didactic letters, erotica, poetry, and prophecies. Believers also generally consider the Bible to be a product of divine inspiration. @ Those books included in the Bible by a tradition or group are called canonical, indicating that the tradition/group views the collection as the true representation of Gods word and will. A number of Biblical canons have evolved, with overlapping and diverging contents from denomination to denomination. The Hebrew Bible overlaps with the Greek Septuagint and the Christian Old Testament. The Christian New Testament is a collection of writings by early Christians, believed to be mostly Jewish disciples of Christ, written in first-century Koine Greek. Among Christian denominations there is some disagreement about what should be included in the canon, primarily about the biblical apocrypha, a list of works that are regarded with varying levels of respect. @ Attitudes towards the Bible also differ among Christian groups. Roman Catholics, high church Anglicans, Methodists and Eastern Orthodox Christians stress the harmony and importance of both the Bible and sacred tradition, while many Protestant churches focus on the idea of sola scriptura, or scripture alone. This concept rose to prominence during the Reformation, and many denominations today support the use of the Bible as the only infallible source of Christian teaching. Others though, advance the concept of prima scriptura in contrast. @ The Bible has had a massive influence on literature and history, especially in the Western world, where the Gutenberg Bible was the first book printed using movable type. According to the March 2007 edition of Time, the Bible has done more to shape literature, history, entertainment, and culture than any book ever written. Its influence on world history is unparalleled, and shows no signs of abating. With estimated total sales of over 5 billion copies, it is widely considered to be the best-selling book of all time. As of the 2000s, it sells approximately 100 million copies annually.	337
http://www.wikidata.org/entity/Q40	https://en.wikipedia.org/wiki/Austria	Austria	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#democracy#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political system#political territorial entity#polity#research object#social group#social system#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Austria, officially the Republic of Austria, is a landlocked East Alpine country in the southern part of Central Europe. It is composed of nine federated states, one of which is Vienna, Austrias capital and its largest city. It is bordered by Germany to the northwest, the Czech Republic to the north, Slovakia to the northeast, Hungary to the east, Slovenia and Italy to the south, and Switzerland and Liechtenstein to the west. Austria occupies an area of and has a population of nearly 9 million people. While German is the countrys official language, many Austrians communicate informally in a variety of Bavarian dialects. @ Austria initially emerged as a margraviate around 976 and developed into a duchy and archduchy. In the 16th century, Austria started serving as the heart of the Habsburg Monarchy and the junior branch of the House of Habsburg – one of the most influential royal dynasties in history. As an archduchy, it was a major component and administrative centre of the Holy Roman Empire. Early in the 19th century, Austria established its own empire, which became a great power and the leading force of the German Confederation but pursued its own course independently of the other German states. Following the Austro-Prussian War and the compromise with Hungary, the Dual Monarchy was established. @ Austria was involved in World War I under Emperor Franz Joseph following the assassination of Archduke Ferdinand, the presumptive successor to the Austro-Hungarian throne. After the defeat and the dissolution of the Monarchy, the Republic of German-Austria was proclaimed with the intent of the union with Germany, which eventually failed because of the Allied Powers and the state remained unrecognized. In 1919 the First Austrian Republic became the legal successor of Austria. In 1938, the Austrian-born Adolf Hitler, who became the Chancellor of the German Reich, achieved the annexation of Austria by the Anschluss. Following the defeat of Nazi Germany in 1945 and an extended period of Allied occupation, Austria was re-established as a sovereign and self-governing democratic nation known as the Second Republic. @ Austria is a parliamentary representative democracy with a directly elected Federal President as head of state and a Chancellor as head of the federal government. Major urban areas of Austria include Vienna, Graz, Linz, Salzburg and Innsbruck. Austria is consistently ranked in the top 20 richest countries in the world by GDP per capita terms. The country has achieved a high standard of living and in 2018 was ranked 20th in the world for its Human Development Index. Vienna consistently ranks in the top internationally on quality-of-life indicators. @ The Second Republic declared its perpetual neutrality in foreign political affairs in 1955. Austria has been a member of the United Nations since 1955 and joined the European Union in 1995. It plays host to the OSCE and OPEC and is a founding member of the OECD and Interpol. Austria also signed the Schengen Agreement in 1995, and adopted the euro currency in 1999.	334
http://www.wikidata.org/entity/Q212	https://en.wikipedia.org/wiki/Ukraine	Ukraine	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Ukraine is a country in Eastern Europe. It is bordered by Russia to the east and north-east; Belarus to the north; Poland, Slovakia and Hungary to the west; and Romania, Moldova, Crimea, and the Black Sea to the south. Including Crimea, Ukraine has an area of , and is the second-largest country in Europe after Russia. Excluding Crimea, Ukraine has a population of about 42 million, making it the eighth-most populous country in Europe. Its capital and largest city is Kyiv. @ The territory of modern Ukraine has been inhabited since 32,000 BC. During the Middle Ages, the area was a key centre of East Slavic culture, with the powerful state of Kyivan Rus forming the basis of Ukrainian identity. Following its fragmentation in the 13th century, the territory was contested, ruled and divided by a variety of powers, including the Polish–Lithuanian Commonwealth, Austria-Hungary, the Ottoman Empire and Russia. A Cossack republic emerged and prospered during the 17th and 18th centuries, but its territory was eventually split between Poland and the Russian Empire. In the aftermath of the Russian Revolution, a Ukrainian national movement for self-determination emerged and the internationally recognized Ukrainian Peoples Republic was declared on 23 June 1917. After World War II the western part of Ukraine merged into the Ukrainian Soviet Socialist Republic, and the whole country became a part of the Soviet Union. Ukraine gained its independence in 1991, following the dissolution of the Soviet Union. @ Following its independence, Ukraine declared itself a neutral state; it formed a limited military partnership with Russia and other CIS countries while also establishing a partnership with NATO in 1994. In 2013, after the government of President Viktor Yanukovych had decided to suspend the Ukraine–European Union Association Agreement and seek closer economic ties with Russia, a several-months-long wave of demonstrations and protests known as the Euromaidan began, which later escalated into the 2014 Ukrainian revolution that led to the overthrow of Yanukovych and the establishment of a new government. These events formed the background for the annexation of Crimea by Russia in March 2014, and the War in Donbass in April 2014. On 1 January 2016, Ukraine applied the economic component of the Deep and Comprehensive Free Trade Area with the European Union. @ Ukraine is a developing country ranking 74th in the Human Development Index. It is the poorest country in Europe alongside Moldova, and suffers from a very high poverty rate as well as severe corruption. However, because of its extensive fertile farmlands, Ukraine is one of the worlds largest grain exporters. It also maintains the third-largest military in Europe after Russia and France. Ukraine is a unitary republic under a semi-presidential system with separate powers: legislative, executive and judicial branches. The country is a member of the United Nations, the Council of Europe, the Organization for Security and Co-operation in Europe, the GUAM organization, and one of the founding states of the Commonwealth of Independent States.	334
http://www.wikidata.org/entity/Q41	https://en.wikipedia.org/wiki/Greece	Greece	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Greece, officially the Hellenic Republic and also known as Hellas, is a country located in Southeast Europe. Its population is approximately 10.7 million as of 2018; Athens is its largest and capital city, followed by Thessaloniki. Situated on the southern tip of the Balkans, Greece is located at the crossroads of Europe, Asia, and Africa. It shares land borders with Albania to the northwest, North Macedonia and Bulgaria to the north, and Turkey to the northeast. The Aegean Sea lies to the east of the mainland, the Ionian Sea to the west, the Cretan Sea and the Mediterranean Sea to the south. Greece has the longest coastline on the Mediterranean Basin and the 11th longest coastline in the world at in length, featuring many islands, of which 227 are inhabited. Eighty percent of Greece is mountainous, with Mount Olympus being the highest peak at . The country consists of nine traditional geographic regions: Macedonia, Central Greece, the Peloponnese, Thessaly, Epirus, the Aegean Islands, Thrace, Crete, and the Ionian Islands. @ Greece is considered the cradle of Western civilization, being the birthplace of democracy, Western philosophy, Western literature, historiography, political science, major scientific and mathematical principles, Western drama and the Olympic Games. From the eighth century BC, the Greeks were organised into various independent city-states, known as poleis, which spanned the Mediterranean and the Black Sea. Philip II of Macedon united most of present-day Greece in the fourth century BC, with his son Alexander the Great rapidly conquering much of the ancient world, from the eastern Mediterranean to India. The subsequent Hellenistic period saw the height of Greek culture and influence in antiquity. Greece was annexed by Rome in the second century BC, becoming an integral part of the Roman Empire and its successor, the Byzantine Empire, which adopted the Greek language and culture. The Greek Orthodox Church, which emerged in the first century AD, helped shape modern Greek identity and transmitted Greek traditions to the wider Orthodox world. After falling under Ottoman dominion in the mid-15th century, Greece emerged as a modern nation state in 1830 following a war of independence. The countrys rich historical legacy is reflected in part by its 18 UNESCO World Heritage Sites. @ Greece is a unitary parliamentary republic, and a developed country, with an advanced high-income economy, and a high quality of life, ranking simultaneously very high in the Human Development Index. Its economy is the largest in the Balkans, where it is an important regional investor. A founding member of the United Nations, Greece was the tenth member to join the European Communities and has been part of the Eurozone since 2001. It is also a member of numerous other international institutions, including the Council of Europe, the North Atlantic Treaty Organization, the Organisation for Economic Co-operation and Development, the World Trade Organization, the Organization for Security and Co-operation in Europe, and the Organisation internationale de la Francophonie. Greeces unique cultural heritage, large tourism industry, prominent shipping sector and geostrategic importance classify it as a middle power.	333
http://www.wikidata.org/entity/Q39	https://en.wikipedia.org/wiki/Switzerland	Switzerland	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Switzerland, officially the Swiss Confederation, is a country situated at the confluence of Western, Central, and Southern Europe. It is a federal republic composed of 26 cantons, with federal authorities based in Bern. Switzerland is a landlocked country bordered by Italy to the south, France to the west, Germany to the north, and Austria and Liechtenstein to the east. It is geographically divided among the Swiss Plateau, the Alps, and the Jura, spanning a total area of , and land area of . While the Alps occupy the greater part of the territory, the Swiss population of approximately 8.5 million is concentrated mostly on the plateau, where the largest cities and economic centres are located, among them Zürich, Geneva and Basel. These cities are home to several offices of international organisations such as the headquarters of FIFA, the UNs second-largest Office, and the main building of the Bank for International Settlements. The main international airports of Switzerland are also located in these cities. @ The establishment of the Old Swiss Confederacy dates to the late medieval period, resulting from a series of military successes against Austria and Burgundy. Swiss independence from the Holy Roman Empire was formally recognized in the Peace of Westphalia in 1648. The Federal Charter of 1291 is considered the founding document of Switzerland which is celebrated on Swiss National Day. Since the Reformation of the 16th century, Switzerland has maintained a strong policy of armed neutrality; it has not fought an international war since 1815 and did not join the United Nations until 2002. Nevertheless, it pursues an active foreign policy and is frequently involved in peace-building processes around the world. Switzerland is the birthplace of the Red Cross, one of the worlds oldest and best known humanitarian organisations, and is home to numerous international organisations, including the United Nations Office at Geneva, which is its second-largest in the world. It is a founding member of the European Free Trade Association, but notably not part of the European Union, the European Economic Area or the Eurozone. However, it participates in the Schengen Area and the European Single Market through bilateral treaties. @ Switzerland occupies the crossroads of Germanic and Romance Europe, as reflected in its four main linguistic and cultural regions: German, French, Italian and Romansh. Although the majority of the population are German-speaking, Swiss national identity is rooted in a common historical background, shared values such as federalism and direct democracy, and Alpine symbolism. Due to its linguistic diversity, Switzerland is known by a variety of native names: Schweiz; Suisse; Svizzera; and Svizra. On coins and stamps, the Latin name, Confoederatio Helvetica – frequently shortened to Helvetia – is used instead of the four national languages. @ The sovereign state is one of the most developed countries in the world, with the highest nominal wealth per adult and the eighth-highest per capita gross domestic product. It ranks at or near the top in several international metrics, including economic competitiveness and human development. Zürich, Geneva and Basel have been ranked among the top ten cities in the world in terms of quality of life, with Zürich ranked second globally. In 2019, IMD placed Switzerland first in attracting skilled workers. The World Economic Forum ranks it the 5th most competitive country globally.	333
http://www.wikidata.org/entity/Q145	https://en.wikipedia.org/wiki/United_Kingdom	United Kingdom	abstract object#administrative territorial entity#administrative type#agent#artificial entity#class#community#country#entity#form of government#form of state#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#kingdom#legal form#legal person#location#monarchic system#monarchy#object#organization#political organisation#political system#political territorial entity#polity#realm#research object#social group#social system#sovereign state#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	The United Kingdom of Great Britain and Northern Ireland, commonly known as the United Kingdom, or Britain, is a sovereign country located off the northwestern coast of the European mainland. The United Kingdom includes the island of Great Britain, the northeastern part of the island of Ireland, and many smaller islands. Northern Ireland shares a land border with the Republic of Ireland. Otherwise, the United Kingdom is surrounded by the Atlantic Ocean, with the North Sea to the east, the English Channel to the south and the Celtic Sea to the southwest, giving it the 12th-longest coastline in the world. The Irish Sea separates Great Britain and Ireland. The total area of the United Kingdom is . @ The United Kingdom is a unitary parliamentary democracy and constitutional monarchy. The monarch is Queen Elizabeth II, who has reigned since 1952. The United Kingdoms capital is London, a global city and financial centre with an urban area population of 10.3 million. @ The United Kingdom consists of four countries: England, Scotland, Wales and Northern Ireland. Their capitals are London, Edinburgh, Cardiff and Belfast, respectively. Apart from England, the countries have their own devolved governments, each with varying powers. Other major cities include Birmingham, Glasgow, Leeds, Liverpool, and Manchester. @ The union between the Kingdom of England and the Kingdom of Scotland in 1707 to form the Kingdom of Great Britain, followed by the union in 1801 of Great Britain with the Kingdom of Ireland created the United Kingdom of Great Britain and Ireland. Five-sixths of Ireland seceded from the UK in 1922, leaving the present formulation of the United Kingdom of Great Britain and Northern Ireland. The UKs name was adopted in 1927 to reflect the change. @ The nearby Isle of Man, Bailiwick of Guernsey and Bailiwick of Jersey are not part of the UK, being Crown dependencies with the British Government responsible for defence and international representation. There are also 14 British Overseas Territories, the last remnants of the British Empire which, at its height in the 1920s, encompassed almost a quarter of the worlds landmass and was the largest empire in history. British influence can be observed in the language, culture and political systems of many of its former colonies. @ The United Kingdom has the worlds fifth-largest economy by nominal gross domestic product, and the ninth-largest by purchasing power parity. It has a high-income economy and a very high human development index rating, ranking 15th in the world. It was the worlds first industrialised country and the worlds foremost power during the 19th and early 20th centuries. The UK remains a great power, with considerable economic, cultural, military, scientific, technological and political influence internationally. It is a recognised nuclear weapons state and is sixth in military expenditure in the world. It has been a permanent member of the United Nations Security Council since its first session in 1946. @ The United Kingdom is a member of the Commonwealth of Nations, the Council of Europe, the G7, the G20, NATO, the Organisation for Economic Co-operation and Development, Interpol and the World Trade Organization. It was a member of the European Union and its predecessor, the European Economic Community, from 1 January 1973 until withdrawing on 31 January 2020.	332
http://www.wikidata.org/entity/Q31	https://en.wikipedia.org/wiki/Belgium	Belgium	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Belgium, officially the Kingdom of Belgium, is a country in Western Europe. It is bordered by the Netherlands to the north, Germany to the east, Luxembourg to the southeast, France to the southwest, and the North Sea to the northwest. It covers an area of and has a population of more than 11.5 million, making it the 22nd most densely populated country in the world and the 6th most densely populated country in Europe, with a density of . The capital and largest city is Brussels; other major cities are Antwerp, Ghent, Charleroi, Liège, Bruges, Namur, and Leuven. @ Legally, Belgium is a sovereign state and a federal constitutional monarchy with a parliamentary system. Its institutional organization is complex and is structured on both regional and linguistic grounds. It is divided into three highly autonomous regions: Flanders in the north, Wallonia in the south, and the Brussels-Capital Region. Brussels is the smallest and most densely populated region, as well as the richest region in terms of GDP per capita. @ Belgium is home to two main linguistic groups or communities: the Dutch-speaking Flemish Community, which constitutes about 60 percent of the population, and the French-speaking Community, which constitutes about 40 percent of the population. A small German-speaking Community, numbering around one percent, exists in the East Cantons. The Brussels-Capital Region is officially bilingual, although French is the dominant language. Belgiums linguistic diversity and related political conflicts are reflected in its political history and complex system of governance, made up of six different governments. @ Historically, Belgium is part of an area known as the Low Countries, a somewhat larger region than the current Benelux group of states that also included parts of northern France and western Germany. Its modern name is derived from the Latin word Belgium, used in Julius Caesars Gallic Wars, to describe the region in the period around 55 BCE. From the end of the Middle Ages until the 17th century, the area of Belgium was a prosperous and cosmopolitan center of commerce and culture. Between the 16th and early 19th centuries, Belgium served as the battleground between many European powers, earning the moniker the Battlefield of Europe, a reputation strengthened by both world wars. The country emerged in 1830 following the Belgian Revolution, when it seceded from the Netherlands. @ Belgium participated in the Industrial Revolution and, during the course of the 20th century, possessed a number of colonies in Africa. The second half of the 20th century was marked by rising tensions between the Dutch-speaking and the French-speaking citizens fueled by differences in language and culture and the unequal economic development of Flanders and Wallonia. This continuing antagonism has led to several far-reaching reforms, resulting in a transition from a unitary to a federal arrangement during the period from 1970 to 1993. Despite the reforms, tensions between the groups have remained, if not increased; there is significant separatism particularly among the Flemish; controversial language laws exist such as the municipalities with language facilities; and the formation of a coalition government took 18 months following the June 2010 federal election, a world record. Unemployment in Wallonia is more than double that of Flanders, which boomed after the war. @ Belgium is one of the six founding countries of the European Union and its capital, Brussels, hosts the official seats of the European Commission, the Council of the European Union, and the European Council, as well as one of two seats of the European Parliament. Belgium is also a founding member of the Eurozone, NATO, OECD, and WTO, and a part of the trilateral Benelux Union and the Schengen Area. Brussels hosts the headquarters of many major international organizations such as NATO. @ Belgium is a developed country, with an advanced high-income economy. It has very high standards of living, quality of life, healthcare, education, and is categorized as very high in the Human Development Index. It also ranks as one of the safest or most peaceful countries in the world.	330
http://www.wikidata.org/entity/Q34	https://en.wikipedia.org/wiki/Sweden	Sweden	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Sweden, officially the Kingdom of Sweden, is a Nordic country in Northern Europe. It borders Norway to the west and north, Finland to the east, and is connected to Denmark in the southwest by a bridge-tunnel across the Öresund Strait. At , Sweden is the largest country in Northern Europe, the third-largest country in the European Union and the fifth largest country in Europe by area. The capital city is Stockholm. Sweden has a total population of 10.4 million of which 2.6 million have a foreign background. Persons with foreign backgrounds are defined as persons who are foreign born, or born in Sweden with foreign born parents. It has a low population density of , with 1 437 persons per km in localities. 87% of Swedes live in urban areas, which cover 1.5% of the entire land area. The highest concentration is in the central and southern half of the country. @ Sweden is part of the geographical area of Fennoscandia. The climate is in general mild for its northerly latitude due to significant maritime influence. In spite of the high latitude, Sweden often has warm continental summers, being located in between the North Atlantic, the Baltic Sea and the vast Eurasian Russian landmass. The general climate and environment vary significantly from the south and north due to the vast latitudal difference, and much of Sweden has reliably cold and snowy winters. Southern Sweden is predominantly agricultural, while the north is heavily forested and includes a portion of the Scandinavian Mountains. @ Germanic peoples have inhabited Sweden since prehistoric times, emerging into history as the Geats and Swedes and constituting the sea peoples known as the Norsemen. An independent Swedish state emerged during the early 12th century. After the Black Death in the middle of the 14th century killed about a third of the Scandinavian population, the Hanseatic League threatened Scandinavias culture, finances and languages. This led to the forming of the Scandinavian Kalmar Union in 1397, which Sweden left in 1523. When Sweden became involved in the Thirty Years War on the Reformist side, an expansion of its territories began and eventually the Swedish Empire was formed. This became one of the great powers of Europe until the early 18th century. Swedish territories outside the Scandinavian Peninsula were gradually lost during the 18th and 19th centuries, ending with the annexation of present-day Finland by Russia in 1809. The last war in which Sweden was directly involved was in 1814, when Norway was militarily forced into a personal union, which peacefully dissolved in 1905. Since then, Sweden has been at peace, maintaining an official policy of neutrality in foreign affairs. In 2014, Sweden celebrated 200 years of peace, breaking even Switzerlands record for peace. Sweden was formally neutral through both world wars and the Cold War, albeit Sweden has since 2009 openly moved towards cooperation with NATO. @ Sweden is a constitutional monarchy and a parliamentary democracy, with legislative power vested in the 349-member unicameral Riksdag. It is a unitary state, currently divided into 21 counties and 290 municipalities. Sweden maintains a Nordic social welfare system that provides universal health care and tertiary education for its citizens. It has the worlds eleventh-highest per capita income and ranks very highly in quality of life, health, education, protection of civil liberties, economic competitiveness, income equality, gender equality, prosperity and human development. Sweden joined the European Union on 1 January 1995, but has rejected NATO membership, as well as Eurozone membership following a referendum. It is also a member of the United Nations, the Nordic Council, the Council of Europe, the World Trade Organization and the Organisation for Economic Co-operation and Development.	329
http://www.wikidata.org/entity/Q96	https://en.wikipedia.org/wiki/Mexico	Mexico	abstract object#administrative territorial entity#agent#artificial entity#class#community#country#entity#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#legal form#legal person#location#object#organization#political organisation#political territorial entity#polity#research object#social group#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#unit#unit of analysis#	Mexico, officially the United Mexican States, is a country in the southern portion of North America. It is bordered to the north by the United States; to the south and west by the Pacific Ocean; to the southeast by Guatemala, Belize, and the Caribbean Sea; and to the east by the Gulf of Mexico. Mexico covers and has approximately 128,649,565 inhabitants, making it the worlds 13th-largest country by area, 10th-most-populous country, and most populous Spanish-speaking nation. It is a federation comprising 31 states and Mexico City, its capital city and largest metropolis. Other major urban areas include Guadalajara, Monterrey, Puebla, Toluca, Tijuana, Ciudad Juárez, and León. @ Pre-Columbian Mexico traces its origins to 8,000 BC and is identified as one of six cradles of civilization; it was home to many advanced Mesoamerican civilizations, most well known among them the Maya and the Aztecs. In 1521, the Spanish Empire conquered and colonized the territory from its base in Mexico City, which then became known as New Spain. The Catholic Church played an important role as millions of indigenous inhabitants converted. These populations were heavily exploited to mine rich deposits of precious material, which became a major source of wealth for the Spanish. Mexico became an independent nation state after the successful Mexican War of Independence against Spain in 1821. @ The War of Texas Independence in 1836 and the Mexican–American War led to huge territorial losses in Mexicos sparsely populated north, contiguous to the United States. The newly instituted reforms that granted protection to indigenous communities, and curtailed the power of the military and the church, were enshrined in the Constitution of 1857. This triggered the War of the Reform and French intervention. Maximilian Habsburg was installed as emperor by France and Benito Juárez kept an opposing republican government in exile. The following decades were marked by instability and dictatorship of Porfirio Díaz, who sought to modernize Mexico and restore order. The Porfiriato ended with the Mexican Revolution in 1910 and the winning Constitutionalist faction drafted a new 1917 Constitution. The revolutionary generals of the winning northern faction dominated the 1920s and served as presidents, but the 1928 assassination of Alvaro Obregón led to the formation of the Institutional Revolutionary Party in 1929, under which Mexico was a de facto one-party state until 2000. @ Mexico is a developing country, ranking 76th on the Human Development Index, but is considered a newly industrialized state by several analysts. It has the worlds 15th-largest economy by nominal GDP and the 11th-largest by PPP, with the United States being its largest economic partner. The large economy, area, population and politics make Mexico a regional power and a middle power, and is often identified as an emerging power. However, Mexico continues to struggle with social inequalities, poverty and extensive crime; the country ranks poorly on the Global Peace Index. Since 2006, the conflict between the government and drug trafficking syndicates has led to over 120,000 deaths. @ Mexico ranks first in the Americas and 7th in the world for the number of UNESCO World Heritage Sites. Mexico is an ecologically megadiverse country, ranking 5th in the world for its natural biodiversity. Mexico receives a significant number of tourists every year; in 2018, it was the 6th most-visited country in the world, with 39 million international arrivals. Mexico is a member of the United Nations, the World Trade Organization, the G8+5, the G20, the Uniting for Consensus group of the UN, and the Pacific Alliance trade bloc.	328
http://www.wikidata.org/entity/Q408	https://en.wikipedia.org/wiki/Australia	Australia	abstract object#administrative territorial entity#administrative type#agent#artificial entity#class#community#country#dependent territory#entity#federal system#form of government#form of state#geographical object#geographic entity#geographic location#geographic region#group#group of humans#group of living things#group of physical objects#human-geographic territorial entity#individual entity#juridical person#kingdom#legal form#legal person#location#monarchic system#monarchy#object#organization#overseas territory#political organisation#political system#political territorial entity#polity#realm#research object#social group#social system#sovereign state#spatial entity#spatio-temporal entity#state#state (former and current)#structure#subject#subject of a right#subject of international law#system#territorial entity#territory#unit#unit of analysis#	Australia, officially the Commonwealth of Australia, is a sovereign country comprising the mainland of the Australian continent, the island of Tasmania, and numerous smaller islands. It is the largest country in Oceania and the worlds sixth-largest country by total area. The population of million is highly urbanised and heavily concentrated on the eastern seaboard. Australias capital is Canberra, and its largest city is Sydney. The countrys other major metropolitan areas are Melbourne, Brisbane, Perth, and Adelaide. @ Indigenous Australians inhabited the continent for about 65,000 years prior to the first arrival of Dutch explorers in the early 17th century, who named it New Holland. In 1770, Australias eastern half was claimed by Great Britain and initially settled through penal transportation to the colony of New South Wales from 26 January 1788, a date which became Australias national day. The population grew steadily in subsequent decades, and by the time of an 1850s gold rush, most of the continent had been explored by European settlers and an additional five self-governing crown colonies established. On 1 January 1901, the six colonies federated, forming the Commonwealth of Australia. Australia has since maintained a stable liberal democratic political system that functions as a federal parliamentary constitutional monarchy, comprising six states and ten territories. @ Australia is the oldest, flattest, and driest inhabited continent, with the least fertile soils. It has a landmass of . A megadiverse country, its size gives it a wide variety of landscapes, with deserts in the centre, tropical rainforests in the north-east, and mountain ranges in the south-east. Australia generates its income from various sources, including mining-related exports, telecommunications, banking, manufacturing, and international education. @ Australia is a developed country, with the worlds fourteenth-largest economy and tenth-highest per capita income. It is considered a regional power and has the worlds thirteenth-highest military expenditure. Immigrants account for 30% of the population, the highest proportion in any country with a population over 10 million. @ The country ranks highly in measures of health, education, economic freedom, and civil liberties. @ Australia is a member of the United Nations, G20, Commonwealth of Nations, ANZUS, Organisation for Economic Co-operation and Development, World Trade Organization, Asia-Pacific Economic Cooperation, Pacific Islands Forum, and the ASEAN Plus Six.	327
